frame.time_epoch,ip.src,ip.dst,dns.qry.name,http.host,tls.handshake.extensions_server_name
1762227695.768494000,10.157.172.129,10.157.172.144,cdn.oaistatic.com,,
1762227695.809551000,10.157.172.129,10.157.172.144,cdn.oaistatic.com,,
1762227695.827057000,10.157.172.144,10.157.172.129,cdn.oaistatic.com.mshome.net,,
1762227695.879270000,,,cdn.oaistatic.com.mshome.net,,
1762227695.929217000,10.157.172.129,10.157.172.144,cdn.oaistatic.com.mshome.net,,
1762227696.010578000,,,cdn.oaistatic.com.mshome.net,,
1762227696.032315000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.096475000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.161099000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.161171000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.161218000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.161519000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.167145000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.169982000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.621472000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.705635000,10.157.172.144,10.157.172.129,www.youtube.com,,
1762227696.708796000,10.157.172.144,10.157.172.129,ab.chatgpt.com,,
1762227696.710964000,10.157.172.144,10.157.172.129,ab.chatgpt.com,,
1762227696.770684000,,,www.youtube.com,,
1762227696.778460000,10.157.172.144,104.18.41.158,,,cdn.oaistatic.com
1762227696.784856000,,,ab.chatgpt.com,,
1762227696.785026000,,,ab.chatgpt.com,,
1762227696.803883000,10.157.172.129,10.157.172.144,ab.chatgpt.com,,
1762227696.803883000,10.157.172.129,10.157.172.144,www.youtube.com,,
1762227696.803883000,10.157.172.129,10.157.172.144,ab.chatgpt.com,,
1762227696.803883000,,,ab.chatgpt.com,,
1762227696.911773000,,,ab.chatgpt.com,,
1762227696.911773000,,,www.youtube.com,,
1762227697.008040000,10.157.172.144,10.157.172.129,ab.chatgpt.com.mshome.net,,
1762227697.029779000,10.157.172.144,10.157.172.129,content-autofill.googleapis.com,,
1762227697.030634000,10.157.172.144,10.157.172.129,content-autofill.googleapis.com,,
1762227697.074170000,,,ab.chatgpt.com.mshome.net,,
1762227697.103594000,,,content-autofill.googleapis.com,,
1762227697.103798000,,,content-autofill.googleapis.com,,
1762227697.112268000,10.157.172.129,10.157.172.144,content-autofill.googleapis.com,,
1762227697.116256000,10.157.172.129,10.157.172.144,content-autofill.googleapis.com,,
1762227697.116256000,10.157.172.129,10.157.172.144,ab.chatgpt.com.mshome.net,,
1762227697.193843000,,,content-autofill.googleapis.com,,
1762227697.235335000,10.157.172.144,172.64.155.209,,,ab.chatgpt.com
1762227697.260636000,10.157.172.144,172.64.155.209,,,ab.chatgpt.com
1762227697.263494000,,,content-autofill.googleapis.com,,
1762227697.263494000,,,ab.chatgpt.com.mshome.net,,
1762227697.264982000,10.157.172.144,10.157.172.129,content-autofill.googleapis.com.mshome.net,,
1762227697.342450000,,,content-autofill.googleapis.com.mshome.net,,
1762227697.370516000,10.157.172.129,10.157.172.144,content-autofill.googleapis.com.mshome.net,,
1762227697.429202000,,,content-autofill.googleapis.com.mshome.net,,
1762227697.441469000,10.157.172.144,172.217.174.78,,,www.youtube.com
1762227697.442514000,10.157.172.144,172.217.174.78,,,www.youtube.com
1762227697.514232000,10.157.172.144,216.58.200.170,,,content-autofill.googleapis.com
1762227697.720069000,10.157.172.144,10.157.172.129,api.revenuecat.com,,
1762227697.770037000,10.157.172.144,172.64.155.209,,,ab.chatgpt.com
1762227697.773246000,,,api.revenuecat.com,,
1762227697.791413000,10.157.172.129,10.157.172.144,api.revenuecat.com,,
1762227697.836659000,,,api.revenuecat.com,,
1762227697.916883000,10.157.172.144,172.64.155.209,,,ab.chatgpt.com
1762227698.191007000,10.157.172.144,18.67.195.42,,,api.revenuecat.com
1762227698.533911000,10.157.172.144,172.64.155.214,,,android.chat.openai.com
1762227698.534300000,10.157.172.144,172.64.155.209,,,ab.chatgpt.com
1762227698.534317000,10.157.172.144,172.64.155.209,,,ab.chatgpt.com
1762227698.791591000,10.157.172.144,172.64.155.214,,,android.chat.openai.com
1762227698.889041000,10.157.172.144,172.217.174.78,,,www.youtube.com
1762227700.553072000,10.157.172.144,57.144.242.141,,,graph.facebook.com
1762227701.057108000,10.157.172.144,142.250.193.110,,,play-fe.googleapis.com
1762227701.609470000,10.157.172.144,10.157.172.129,optimizationguide-pa.googleapis.com,,
1762227701.640753000,10.157.172.129,10.157.172.144,optimizationguide-pa.googleapis.com,,
1762227701.664646000,10.157.172.144,10.157.172.129,optimizationguide-pa.googleapis.com.mshome.net,,
1762227701.705186000,10.157.172.129,10.157.172.144,optimizationguide-pa.googleapis.com.mshome.net,,
1762227701.711379000,10.157.172.144,142.251.222.74,,,optimizationguide-pa.googleapis.com
1762227701.749855000,10.157.172.144,10.157.172.129,clients4.google.com,,
1762227701.756827000,10.157.172.144,10.157.172.129,clients4.google.com,,
1762227701.782322000,10.157.172.129,10.157.172.144,clients4.google.com,,
1762227701.790642000,10.157.172.129,10.157.172.144,clients4.google.com,,
1762227701.850396000,10.157.172.144,142.250.193.14,,,clients4.google.com
1762227701.942324000,10.157.172.144,10.157.172.129,i.ytimg.com,,
1762227701.969387000,10.157.172.129,10.157.172.144,i.ytimg.com,,
1762227701.986926000,10.157.172.144,142.250.193.14,,,clients4.google.com
1762227702.029299000,10.157.172.144,142.250.76.214,,,i.ytimg.com
1762227703.717916000,10.157.172.144,10.157.172.129,app-measurement.com,,
1762227703.756870000,10.157.172.129,10.157.172.144,app-measurement.com,,
1762227703.811124000,10.157.172.144,142.250.192.110,,,app-measurement.com
1762227703.869205000,10.157.172.144,10.157.172.129,googleads.g.doubleclick.net,,
1762227703.899566000,10.157.172.129,10.157.172.144,googleads.g.doubleclick.net,,
1762227703.906653000,10.157.172.144,10.157.172.129,static.doubleclick.net,,
1762227703.944304000,10.157.172.129,10.157.172.144,static.doubleclick.net,,
1762227703.979219000,10.157.172.144,142.251.43.162,,,googleads.g.doubleclick.net
1762227704.000884000,10.157.172.144,142.251.221.230,,,static.doubleclick.net
1762227704.449680000,10.157.172.144,142.250.193.78,,,encrypted-tbn0.gstatic.com
1762227709.998588000,10.157.172.144,142.251.220.65,,,cdn.ampproject.org
1762227710.006000000,10.157.172.144,142.251.220.65,,,cdn.ampproject.org
1762227710.221856000,10.157.172.144,10.157.172.129,poki.com,,
1762227710.222702000,10.157.172.144,10.157.172.129,poki.com,,
1762227710.254403000,10.157.172.129,10.157.172.144,poki.com,,
1762227710.254403000,10.157.172.129,10.157.172.144,poki.com,,
1762227710.268492000,10.157.172.144,104.18.144.9,,,poki.com
1762227710.489833000,10.157.172.144,10.157.172.129,accounts.google.com,,
1762227710.509334000,10.157.172.144,10.157.172.129,optimizationguide-pa.googleapis.com,,
1762227710.511660000,10.157.172.129,10.157.172.144,accounts.google.com,,
1762227710.532400000,10.157.172.129,10.157.172.144,optimizationguide-pa.googleapis.com,,
1762227710.541883000,10.157.172.144,10.157.172.129,accounts.google.com.mshome.net,,
1762227710.546456000,10.157.172.144,10.157.172.129,optimizationguide-pa.googleapis.com.mshome.net,,
1762227710.554990000,10.157.172.144,74.125.68.84,,,accounts.google.com
1762227710.567925000,10.157.172.144,142.251.222.74,,,optimizationguide-pa.googleapis.com
1762227710.579860000,10.157.172.129,10.157.172.144,accounts.google.com.mshome.net,,
1762227710.585688000,10.157.172.129,10.157.172.144,optimizationguide-pa.googleapis.com.mshome.net,,
1762227710.621135000,10.157.172.144,104.18.144.9,,,poki.com
1762227710.657206000,10.157.172.144,142.251.222.74,,,optimizationguide-pa.googleapis.com
1762227710.697754000,10.157.172.144,74.125.68.84,,,accounts.google.com
1762227711.053184000,10.157.172.144,10.157.172.129,a.poki-cdn.com,,
1762227711.054407000,10.157.172.144,10.157.172.129,a.poki-cdn.com,,
1762227711.078036000,10.157.172.129,10.157.172.144,a.poki-cdn.com,,
1762227711.081387000,10.157.172.129,10.157.172.144,a.poki-cdn.com,,
1762227711.108181000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.168976000,10.157.172.144,10.157.172.129,img.poki-cdn.com,,
1762227711.197210000,10.157.172.144,10.157.172.129,img.poki-cdn.com,,
1762227711.199223000,10.157.172.129,10.157.172.144,img.poki-cdn.com,,
1762227711.217257000,10.157.172.129,10.157.172.144,img.poki-cdn.com,,
1762227711.426852000,10.157.172.144,104.18.34.147,,,img.poki-cdn.com
1762227711.461918000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.475432000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.482294000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.546961000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.553039000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.554325000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.555460000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.568741000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.569107000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227711.777825000,10.157.172.144,10.157.172.129,memex-pa.googleapis.com,,
1762227711.814861000,10.157.172.144,142.250.183.234,,,memex-pa.googleapis.com
1762227711.820446000,10.157.172.129,10.157.172.144,memex-pa.googleapis.com,,
1762227711.905525000,10.157.172.144,142.250.183.234,,,memex-pa.googleapis.com
1762227712.688826000,10.157.172.144,10.157.172.129,static.cloudflareinsights.com,,
1762227712.693138000,10.157.172.144,10.157.172.129,static.cloudflareinsights.com,,
1762227712.720375000,10.157.172.129,10.157.172.144,static.cloudflareinsights.com,,
1762227712.720375000,10.157.172.129,10.157.172.144,static.cloudflareinsights.com,,
1762227712.721318000,10.157.172.144,172.64.153.109,,,a.poki-cdn.com
1762227712.966973000,10.157.172.144,104.16.79.73,,,static.cloudflareinsights.com
1762227713.595406000,10.157.172.144,10.157.172.129,firebaselogging.googleapis.com,,
1762227713.617217000,10.157.172.129,10.157.172.144,firebaselogging.googleapis.com,,
1762227713.720033000,10.157.172.144,142.251.221.234,,,firebaselogging.googleapis.com
1762227714.731784000,10.157.172.144,10.157.172.129,t.poki.io,,
1762227714.732043000,10.157.172.144,10.157.172.129,t.poki.io,,
1762227714.764030000,10.157.172.129,10.157.172.144,t.poki.io,,
1762227714.764030000,10.157.172.129,10.157.172.144,t.poki.io,,
1762227714.772764000,10.157.172.144,10.157.172.129,t.poki.io.mshome.net,,
1762227714.820711000,10.157.172.129,10.157.172.144,t.poki.io.mshome.net,,
1762227714.945401000,10.157.172.144,34.144.222.236,,,t.poki.io
1762227714.958410000,10.157.172.144,34.144.222.236,,,t.poki.io
1762227714.963744000,10.157.172.144,34.144.222.236,,,t.poki.io
1762227715.039400000,10.157.172.144,10.157.172.129,poki-auth.poki.com,,
1762227715.039417000,10.157.172.144,10.157.172.129,poki-auth.poki.com,,
1762227715.103594000,,,poki-auth.poki.com,,
1762227715.103727000,,,poki-auth.poki.com,,
1762227715.120015000,10.157.172.129,10.157.172.144,poki-auth.poki.com,,
1762227715.129038000,,,poki-auth.poki.com,,
1762227715.129038000,10.157.172.129,10.157.172.144,poki-auth.poki.com,,
1762227715.129038000,,,poki-auth.poki.com,,
1762227715.157293000,10.157.172.144,104.18.144.9,,,poki-auth.poki.com
1762227715.585951000,10.157.172.144,10.157.172.129,mystery-game-tile.poki.io,,
1762227715.585977000,10.157.172.144,10.157.172.129,mystery-game-tile.poki.io,,
1762227715.618532000,10.157.172.144,34.144.222.236,,,t.poki.io
1762227715.621349000,10.157.172.129,10.157.172.144,mystery-game-tile.poki.io,,
1762227715.629204000,10.157.172.129,10.157.172.144,mystery-game-tile.poki.io,,
1762227715.639507000,10.157.172.144,104.18.32.194,,,mystery-game-tile.poki.io
1762227715.902148000,10.157.172.144,10.157.172.129,cloudflareinsights.com,,
1762227715.904597000,10.157.172.144,10.157.172.129,cloudflareinsights.com,,
1762227715.910726000,10.157.172.144,104.18.144.9,,,poki.com
1762227715.936740000,10.157.172.129,10.157.172.144,cloudflareinsights.com,,
1762227715.938565000,10.157.172.144,104.18.144.9,,,poki.com
1762227715.945792000,10.157.172.129,10.157.172.144,cloudflareinsights.com,,
1762227716.039498000,10.157.172.144,104.16.79.73,,,cloudflareinsights.com
1762227716.088420000,10.157.172.144,10.157.172.129,clients4.google.com,,
1762227716.153990000,10.157.172.144,142.250.193.14,,,clients4.google.com
1762227716.156643000,,,clients4.google.com,,
1762227716.159785000,10.157.172.129,10.157.172.144,clients4.google.com,,
1762227716.181300000,,,clients4.google.com,,
1762227716.270944000,10.157.172.144,142.250.193.14,,,clients4.google.com
1762227717.281228000,10.157.172.144,142.251.222.74,,,optimizationguide-pa.googleapis.com
1762227717.352263000,10.157.172.144,10.157.172.129,api.poki.com,,
1762227717.356157000,10.157.172.144,10.157.172.129,api.poki.com,,
1762227717.380334000,10.157.172.129,10.157.172.144,api.poki.com,,
1762227717.380334000,10.157.172.129,10.157.172.144,api.poki.com,,
1762227717.387683000,10.157.172.144,104.18.144.9,,,api.poki.com
1762227717.841450000,10.157.172.144,10.157.172.129,game-cdn.poki.com,,
1762227717.842937000,10.157.172.144,10.157.172.129,game-cdn.poki.com,,
1762227717.868566000,10.157.172.129,10.157.172.144,game-cdn.poki.com,,
1762227717.868566000,10.157.172.129,10.157.172.144,game-cdn.poki.com,,
1762227719.613360000,10.157.172.144,10.157.172.129,optimizationguide-pa.googleapis.com,,
1762227719.642103000,10.157.172.129,10.157.172.144,optimizationguide-pa.googleapis.com,,
1762227719.717494000,10.157.172.144,142.251.222.74,,,optimizationguide-pa.googleapis.com
1762227722.274414000,10.157.172.144,123.63.54.18,,,in-vcode-od.vivoglobal.com
1762227722.558996000,10.157.172.144,10.157.172.129,in-adlog.vivoglobal.com,,
1762227722.609189000,10.157.172.129,10.157.172.144,in-adlog.vivoglobal.com,,
1762227722.609972000,,,in-adlog.vivoglobal.com,,
1762227722.613731000,,,in-adlog.vivoglobal.com,,
1762227722.618464000,10.157.172.144,123.63.54.18,,,in-vcode-od.vivoglobal.com
1762227722.681047000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227722.681162000,10.157.172.144,129.227.254.163,,,ex-adreq-in.vivoglobal.com
1762227722.691677000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227722.874076000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227722.874102000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227722.882907000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227722.893020000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227722.910294000,10.157.172.144,129.227.254.163,,,ex-adreq-in.vivoglobal.com
1762227723.112906000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227723.130676000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227723.131098000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227723.137515000,10.157.172.144,129.227.254.163,,,ex-adreq-in.vivoglobal.com
1762227723.350892000,10.157.172.144,10.157.172.129,ws.chatgpt.com,,
1762227723.354985000,10.157.172.144,123.63.54.28,,,in-adlog.vivoglobal.com
1762227723.386623000,10.157.172.129,10.157.172.144,ws.chatgpt.com,,
1762227723.445364000,10.157.172.144,104.18.39.21,,,ws.chatgpt.com
1762227723.733072000,10.157.172.144,10.157.172.129,realtime.chatgpt.com,,
1762227723.769158000,10.157.172.129,10.157.172.144,realtime.chatgpt.com,,
1762227723.815145000,10.157.172.144,104.18.36.169,,,realtime.chatgpt.com
1762227724.626730000,10.157.172.144,10.157.172.129,clients4.google.com,,
1762227724.678534000,10.157.172.129,10.157.172.144,clients4.google.com,,
1762227724.818583000,10.157.172.144,142.250.193.14,,,clients4.google.com
1762227725.000102000,10.157.172.144,123.63.54.18,,,in-vcode-od.vivoglobal.com
1762227725.482438000,10.157.172.144,10.157.172.129,o315582.ingest.sentry.io,,
1762227725.551252000,,,o315582.ingest.sentry.io,,
1762227725.552830000,10.157.172.129,10.157.172.144,o315582.ingest.sentry.io,,
1762227725.563115000,,,o315582.ingest.sentry.io,,
1762227725.732653000,10.157.172.144,34.120.195.249,,,o315582.ingest.sentry.io
1762227726.460467000,10.157.172.144,34.120.195.249,,,o315582.ingest.sentry.io
1762227727.332551000,10.157.172.144,10.157.172.129,android.googleapis.com,,
1762227727.407642000,,,android.googleapis.com,,
1762227727.441042000,10.157.172.129,10.157.172.144,android.googleapis.com,,
1762227727.448464000,,,android.googleapis.com,,
1762227727.508268000,10.157.172.144,142.250.193.10,,,android.googleapis.com
1762227727.509908000,10.157.172.144,10.157.172.129,cdn.id.supercell.com,,
1762227727.509935000,10.157.172.144,10.157.172.129,cdn.id.supercell.com,,
1762227727.543017000,10.157.172.144,10.157.172.129,www.recaptcha.net,,
1762227727.554218000,10.157.172.129,10.157.172.144,cdn.id.supercell.com,,
1762227727.554218000,10.157.172.129,10.157.172.144,cdn.id.supercell.com,,
1762227727.600534000,,,www.recaptcha.net,,
1762227727.601506000,10.157.172.129,10.157.172.144,www.recaptcha.net,,
1762227727.606542000,,,www.recaptcha.net,,
1762227727.637239000,10.157.172.144,108.159.61.80,,,cdn.id.supercell.com
1762227727.648891000,10.157.172.144,142.250.207.131,,,www.recaptcha.net
1762227727.877970000,10.157.172.144,10.157.172.129,gamea.clashofclans.com,,
1762227727.877983000,10.157.172.144,10.157.172.129,gamea.clashofclans.com,,
1762227727.888080000,10.157.172.144,10.157.172.129,clashofclans.inbox.supercell.com,,
1762227727.909501000,10.157.172.144,10.157.172.129,games.googleapis.com,,
1762227727.916430000,10.157.172.129,10.157.172.144,gamea.clashofclans.com,,
1762227727.920406000,10.157.172.129,10.157.172.144,clashofclans.inbox.supercell.com,,
1762227727.920406000,10.157.172.129,10.157.172.144,gamea.clashofclans.com,,
1762227727.960672000,10.157.172.129,10.157.172.144,games.googleapis.com,,
1762227728.013797000,10.157.172.144,13.225.5.87,,,clashofclans.inbox.supercell.com
1762227728.071161000,10.157.172.144,13.225.5.87,,,clashofclans.inbox.supercell.com
1762227728.158753000,10.157.172.144,172.217.174.74,,,games.googleapis.com
1762227728.532405000,10.157.172.144,10.157.172.129,gameswhitelisted.googleapis.com,,
1762227728.594154000,10.157.172.129,10.157.172.144,gameswhitelisted.googleapis.com,,
1762227728.608498000,10.157.172.144,142.250.193.14,,,clients4.google.com
1762227728.694990000,10.157.172.144,13.225.5.87,,,clashofclans.inbox.supercell.com
1762227728.708607000,10.157.172.144,142.250.207.163,,,www.gstatic.com
1762227728.770616000,10.157.172.144,142.250.193.74,,,gameswhitelisted.googleapis.com
1762227730.576205000,10.157.172.144,10.157.172.129,inventory.mtech.supercell.com,,
1762227730.576907000,10.157.172.144,10.157.172.129,id.supercell.com,,
1762227730.577015000,10.157.172.144,10.157.172.129,id.supercell.com,,
1762227730.603931000,10.157.172.129,10.157.172.144,inventory.mtech.supercell.com,,
1762227730.608054000,10.157.172.129,10.157.172.144,id.supercell.com,,
1762227730.611227000,10.157.172.129,10.157.172.144,id.supercell.com,,
1762227730.646113000,10.157.172.144,18.172.78.90,,,inventory.mtech.supercell.com
1762227730.654261000,10.157.172.144,13.227.249.46,,,id.supercell.com
1762227730.751993000,10.157.172.144,13.227.249.113,,,id.supercell.com
1762227734.722737000,10.157.172.144,10.157.172.129,w3togo-launches.appsflyersdk.com,,
1762227734.753325000,10.157.172.129,10.157.172.144,w3togo-launches.appsflyersdk.com,,
1762227734.809703000,10.157.172.144,18.66.56.53,,,w3togo-launches.appsflyersdk.com
1762227735.969332000,10.157.172.144,34.120.195.249,,,o33249.ingest.sentry.io
1762227736.009955000,10.157.172.144,142.251.221.234,,,firebaselogging.googleapis.com
1762227737.226997000,10.157.172.144,142.250.192.110,,,app-measurement.com
